student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
83537286,Amy Cummings,9,Sullivan High School,50.7,64.7,Public,961125
45406876,Mariah Jimenez,10,Montgomery High School,61.8,53.6,Charter,893368
45157785,Chad Carpenter,9,Green High School,75.7,89.8,Charter,832670
126444715,Drew Roberts,11,Wagner High School,75.5,49.4,Public,846745
59560232,Jenny Orr,12,Dixon High School,95.6,36.6,Charter,870334
61552089,Gabriela Dawson,9,Campos High School,90.5,31.3,Public,957299
116664291,Patrick Green,10,Woods High School,45.9,70.0,Public,912243
25818675,Amy Nielsen,11,Montgomery High School,76.9,65.8,Charter,893368
74138322,Nathan Parker,10,Richard High School,69.9,40.5,Charter,889699
80977807,Henry Hoffman,9,Woods High School,64.8,51.6,Public,912243
50830301,Ryan Watts,12,Fisher High School,53.2,79.6,Public,817615
118854300,Angela Dalton,10,Odonnell High School,47.9,51.6,Public,959474
29490772,Robert Medina,11,Richard High School,54.6,84.9,Charter,889699
111882214,Andrew Ali,9,Green High School,84.9,75.5,Charter,832670
26336583,Shannon Alexander,12,Richard High School,83.2,44.7,Charter,889699
102754746,Maurice Owens,10,Fisher High School,94.3,60.1,Public,817615
104881251,Sandra Grimes,9,Dixon High School,82.0,72.5,Charter,870334
83499227,Tracy Robbins,12,Bowers High School,78.8,52.0,Public,848324
110862659,Julia Santiago,10,Turner High School,99.8,74.6,Public,956438
60477550,Cheryl Hull,10,Wagner High School,72.7,54.5,Public,846745
25472778,Tyrone Miller,11,Green High School,92.0,37.5,Charter,832670
38542899,Paula Mooney,10,Woods High School,77.1,58.5,Public,912243
95805126,Garrett Mathis,9,Sullivan High School,28.9,70.0,Public,961125
42893880,Christine Edwards,11,Green High School,85.3,74.6,Charter,832670
37899239,Brenda Stone,9,Sullivan High School,72.6,52.3,Public,961125
112294458,Barry Velasquez,10,Richard High School,66.7,49.4,Charter,889699
49900598,Alicia White,9,Green High School,58.3,72.2,Charter,832670
68780919,Christopher Campbell,10,Green High School,93.2,53.7,Charter,832670
112388296,Robert Everett,10,Dixon High School,76.1,70.3,Charter,870334
120369728,Audrey Glenn,10,Woods High School,32.3,64.3,Public,912243
39056067,Richard Knight,9,Odonnell High School,84.7,59.3,Public,959474
14646227,Daniel Wallace,11,Bowers High School,82.5,50.4,Public,848324
26638715,Carol Lopez,12,Dixon High School,78.7,63.3,Charter,870334
84321527,Phillip Jackson,11,Campbell High School,76.5,65.4,Charter,960726
125383372,Michael Smith,9,Wagner High School,58.3,88.9,Public,846745
68751951,Sherry Fuller,12,Woods High School,68.9,27.1,Public,912243
129302702,Christopher Woods,9,Campos High School,49.4,55.3,Public,957299
102440584,William Cuevas,12,Montgomery High School,60.5,53.7,Charter,893368
105389464,Jerry Bailey,11,Green High School,89.3,50.8,Charter,832670
79211794,Clarence Lopez,10,Montgomery High School,61.2,74.6,Charter,893368
87957859,Carrie Cole,9,Montgomery High School,39.4,85.8,Charter,893368
31924799,Emily David,10,Richard High School,79.3,39.2,Charter,889699
50696008,Jennifer Gordon,10,Fisher High School,78.8,71.4,Public,817615
44815594,Daniel Jackson,9,Green High School,74.5,84.6,Charter,832670
13372110,Cody Moon,12,Montgomery High School,53.0,35.4,Charter,893368
57141336,Gregory Smith,11,Montgomery High School,78.1,64.0,Charter,893368
84598619,Cindy Scott,12,Montgomery High School,70.3,62.8,Charter,893368
39365758,Brian Moreno,10,Turner High School,67.4,64.4,Public,956438
87861259,Barbara Brown,11,Montgomery High School,74.7,49.4,Charter,893368
98578214,Teresa Roberts,9,Fisher High School,97.7,95.0,Public,817615
13774446,Chase Miller,11,Green High School,91.7,45.1,Charter,832670
79215907,Edward Singleton,9,Wagner High School,49.9,80.6,Public,846745
43884160,Lauren Mclaughlin,9,Green High School,88.9,99.2,Charter,832670
74996580,Jeffrey Conley,11,Sullivan High School,67.9,87.9,Public,961125
111697865,Timothy Hancock,11,Montgomery High School,86.5,72.0,Charter,893368
27500826,Sonya Perez,12,Fisher High School,45.3,77.9,Public,817615
69922899,Jamie Ross,11,Dixon High School,94.5,84.4,Charter,870334
25887318,Raymond Lynch,10,Richard High School,81.9,76.1,Charter,889699
75486688,Benjamin Williams,9,Woods High School,47.5,72.0,Public,912243
77752844,David Reed,9,Green High School,77.8,56.1,Charter,832670
106760561,Gerald Sanchez,12,Woods High School,70.7,81.7,Public,912243
124514508,Kevin Spencer,9,Turner High School,95.4,55.9,Public,956438
114266251,Jessica Romero,12,Montgomery High School,68.2,62.5,Charter,893368
77913751,Rebecca Williams,12,Fisher High School,74.4,74.6,Public,817615
92473616,Dominique Zhang,10,Woods High School,67.5,85.7,Public,912243
59175478,Daniel Hoffman,10,Turner High School,77.1,57.5,Public,956438
99855062,Donna Martinez,10,Richard High School,57.4,68.1,Charter,889699
61124815,Mark Brown,11,Wagner High School,92.5,62.8,Public,846745
126988271,Amy Miller,10,Sullivan High School,85.4,61.3,Public,961125
18816820,Monica Johnson,10,Campos High School,68.3,61.0,Public,957299
84601988,Marc Nelson,12,Silva High School,69.9,61.1,Public,991918
106874745,Michael Tanner,9,Campos High School,70.5,46.6,Public,957299
71180742,Kelsey Murphy,11,Sullivan High School,78.9,51.8,Public,961125
104561160,Mary Miller,12,Silva High School,63.6,50.8,Public,991918
84872791,Danielle Carter,9,Sullivan High School,59.2,55.5,Public,961125
106409301,Nathan Taylor,12,Silva High School,51.2,55.6,Public,991918
27707962,Erin Noble,12,Silva High School,55.4,83.2,Public,991918
56861484,Kurt Berg,12,Wagner High School,90.9,71.6,Public,846745
33781626,Samantha Villarreal,9,Green High School,70.8,82.3,Charter,832670
58496048,Wanda Gonzalez,11,Campbell High School,81.1,26.0,Charter,960726
55595308,Laurie Shaw,10,Montgomery High School,78.1,54.3,Charter,893368
45322374,Robert Rogers,10,Richard High School,59.9,71.7,Charter,889699
127758963,Taylor Christian,12,Woods High School,79.5,71.2,Public,912243
33462822,Sally Luna,11,Montgomery High School,96.0,73.9,Charter,893368
12747377,Kimberly Flores,11,Dixon High School,68.2,76.0,Charter,870334
94111031,Ebony Murray,12,Sullivan High School,78.1,42.4,Public,961125
33789987,April Cantu,11,Montgomery High School,72.2,76.4,Charter,893368
64350518,Lisa Collins,10,Fisher High School,97.8,60.5,Public,817615
10369045,Carol Hicks,9,Turner High School,73.9,61.1,Public,956438
33530097,Erik Rogers,9,Sullivan High School,48.6,55.4,Public,961125
120460229,Emily Cruz,10,Turner High School,77.7,92.6,Public,956438
44183297,Vickie Schneider,10,Dixon High School,51.9,76.6,Charter,870334
96263408,Amy Harvey,12,Silva High School,59.2,41.3,Public,991918
22185916,Amanda Nixon,10,Dixon High School,58.8,82.8,Charter,870334
17895305,Michael Todd,10,Campbell High School,73.1,96.8,Charter,960726
21466173,Cody Torres,10,Wagner High School,51.8,74.4,Public,846745
63287530,Charles Hayden,9,Montgomery High School,80.8,87.3,Charter,893368
46996084,Michael Gonzalez,9,Sullivan High School,79.4,76.6,Public,961125
40729590,Andrea Davis,10,Wagner High School,72.6,69.8,Public,846745
18798537,Caleb Williams,9,Green High School,57.8,88.1,Charter,832670
58565733,Brianna Lopez,11,Bowers High School,94.1,47.3,Public,848324
72003938,Oscar James,12,Wagner High School,75.6,62.4,Public,846745
41196504,Michele Garcia,10,Wagner High School,42.8,82.4,Public,846745
69323951,Stacey Taylor,12,Campbell High School,80.0,44.1,Charter,960726
110267940,David Carpenter,9,Sullivan High School,76.8,66.0,Public,961125
10267338,Alicia Willis,10,Wagner High School,73.5,83.3,Public,846745
96754302,Rebecca Williams,12,Bowers High School,58.7,64.4,Public,848324
25379428,Gabriella Wise,11,Montgomery High School,92.0,63.9,Charter,893368
57129293,David West,12,Wagner High School,95.3,55.8,Public,846745
112901754,Stacey Martinez,10,Wagner High School,55.7,86.8,Public,846745
63078846,Aaron Smith,10,Green High School,73.7,54.9,Charter,832670
106746213,Karen Wright,9,Fisher High School,80.5,65.8,Public,817615
125361938,Sharon Ellison,10,Wagner High School,48.1,58.5,Public,846745
19934141,Veronica Torres,12,Wagner High School,90.3,58.3,Public,846745
25796399,Jenna Smith,12,Dixon High School,91.9,59.1,Charter,870334
116017903,Julie Medina,9,Bowers High School,48.9,55.8,Public,848324
111179312,Nicholas Tran,12,Wagner High School,80.9,56.8,Public,846745
103493909,Scott Mccoy,9,Campos High School,56.9,41.8,Public,957299
27583335,Jordan Bradford,11,Bowers High School,74.3,59.2,Public,848324
119362888,Jared Wang,12,Sullivan High School,71.3,38.6,Public,961125
28849984,Jason Jackson,12,Wagner High School,77.5,69.9,Public,846745
60401283,William Scott,10,Montgomery High School,45.4,36.2,Charter,893368
50803972,Gabrielle Mitchell,10,Green High School,48.7,69.3,Charter,832670
37712316,Brandy Nichols,11,Green High School,74.6,46.3,Charter,832670
122000001,Erin Williams,10,Dixon High School,44.3,54.7,Charter,870334
112045128,Greg Carson,11,Bowers High School,83.1,57.3,Public,848324
110552545,Martha Marshall,11,Bowers High School,76.0,57.5,Public,848324
126247394,Suzanne Saunders,10,Wagner High School,54.5,81.1,Public,846745
52319600,Don Murphy,11,Bowers High School,68.5,43.8,Public,848324
119568938,William Diaz,12,Silva High School,58.4,59.4,Public,991918
10349515,Megan Donaldson,12,Montgomery High School,58.4,60.5,Charter,893368
29175178,Laura Powell,11,Campbell High School,75.5,44.2,Charter,960726
20950745,Patricia Buck,12,Green High School,69.0,66.2,Charter,832670
68519685,Mary Garrett,10,Turner High School,83.0,76.0,Public,956438
67369593,Julie Robles,10,Montgomery High School,55.7,85.0,Charter,893368
61051496,Michael Farrell,10,Green High School,63.2,71.5,Charter,832670
83984787,Brittany Schroeder,11,Montgomery High School,77.9,80.4,Charter,893368
12131695,Melissa Schultz,10,Wagner High School,76.5,54.9,Public,846745
43669356,Arthur Rosario,11,Sullivan High School,31.1,61.2,Public,961125
49422607,Lisa Rowe,10,Wagner High School,42.9,84.3,Public,846745
129138031,Shannon Bentley,9,Green High School,78.3,94.6,Charter,832670
103704902,Phillip Solis,10,Green High School,74.6,65.6,Charter,832670
113432060,Krista Smith,11,Odonnell High School,70.0,39.8,Public,959474
75570154,Marc White,9,Chang High School,49.3,57.7,Charter,840132
84645724,Kristina Stewart,11,Campbell High School,57.5,49.8,Charter,960726
62946636,John Harris,11,Wagner High School,66.5,74.8,Public,846745
69072325,Daniel May,9,Green High School,61.6,35.7,Charter,832670
38716010,Benjamin Hogan,9,Sullivan High School,72.0,79.3,Public,961125
53247616,Madison Long,11,Green High School,91.0,55.8,Charter,832670
25272321,Kevin Boyle,9,Sullivan High School,90.4,53.7,Public,961125
80270041,Andrew Velazquez,9,Montgomery High School,68.4,75.9,Charter,893368
110288482,Christine Dean,12,Campbell High School,62.1,67.6,Charter,960726
74400089,Steven Smith,10,Turner High School,97.0,96.5,Public,956438
93261092,Mary King,9,Dixon High School,80.9,43.3,Charter,870334
70735415,Stephen Jones,9,Fisher High School,81.6,50.3,Public,817615
125917751,William Perez,9,Dixon High School,91.8,73.7,Charter,870334
90572221,Anna Wilkinson,11,Montgomery High School,75.2,69.2,Charter,893368
95826817,Kevin Bradley,9,Campos High School,69.0,40.5,Public,957299
27776362,Scott Jones,11,Sullivan High School,89.7,87.5,Public,961125
112655194,Evan Boyd,12,Woods High School,93.3,81.3,Public,912243
65652749,Laura Williams,10,Wagner High School,47.3,60.5,Public,846745
105624501,Alicia Fox,11,Dixon High School,88.6,73.7,Charter,870334
109336358,William Lee,9,Woods High School,54.8,82.3,Public,912243
54427655,Megan Byrd,12,Dixon High School,67.3,48.7,Charter,870334
52452619,Jessica Clements,9,Wagner High School,59.7,68.8,Public,846745
60732774,Stephanie Powell,9,Turner High School,71.6,64.9,Public,956438
21800027,Dwayne Mcgee,9,Silva High School,49.2,94.3,Public,991918
61212455,Valerie Chaney,10,Turner High School,43.2,66.6,Public,956438
43560798,Robert Hogan,10,Dixon High School,71.9,87.1,Charter,870334
84624978,Jessica Young,9,Odonnell High School,63.2,63.6,Public,959474
89467389,Ashley Solis,9,Fisher High School,77.5,93.1,Public,817615
56641798,Jose Jones,10,Wagner High School,57.7,81.3,Public,846745
115507362,Teresa Schultz,9,Campos High School,46.3,52.6,Public,957299
14287246,Pamela Webster,10,Dixon High School,86.0,76.8,Charter,870334
90104026,Michele Graham,11,Bowers High School,82.8,74.8,Public,848324
89802025,James Hansen,10,Silva High School,69.6,83.2,Public,991918
32951156,Roy Burton,11,Green High School,89.0,66.0,Charter,832670
99182997,Jonathan Hahn,11,Montgomery High School,78.7,60.0,Charter,893368
96641460,Patricia Huang,12,Dixon High School,83.7,51.1,Charter,870334
20668244,Charles Blackwell,10,Sullivan High School,93.8,60.8,Public,961125
93130592,David Chen,12,Wagner High School,76.9,68.0,Public,846745
92780626,Kimberly Webster,10,Montgomery High School,62.6,86.4,Charter,893368
100565814,Margaret Taylor,9,Campos High School,45.7,55.2,Public,957299
87689538,Lisa Carter,10,Green High School,85.9,66.7,Charter,832670
53819280,Chad Willis,12,Bowers High School,84.1,54.5,Public,848324
124512254,Joseph Gibson,9,Montgomery High School,99.5,65.2,Charter,893368
100540169,Randall Rivers,11,Silva High School,70.1,40.3,Public,991918
95754332,Reginald Maynard,12,Odonnell High School,57.2,84.3,Public,959474
93999160,George Turner,12,Dixon High School,78.7,46.2,Charter,870334
127951265,Alison Salazar,11,Silva High School,70.3,83.9,Public,991918
123714655,Diana Miller,11,Wagner High School,80.9,64.9,Public,846745
62971546,Mark Wilkins,9,Odonnell High School,88.3,36.6,Public,959474
122681365,Aaron Jennings,12,Turner High School,75.8,54.2,Public,956438
31223979,Michelle Castillo,12,Sullivan High School,81.8,58.9,Public,961125
107044956,Erin Little,9,Turner High School,81.1,74.2,Public,956438
121985855,Francis Malone,12,Odonnell High School,80.5,77.9,Public,959474
22446710,Amy Lambert,12,Campos High School,85.3,79.9,Public,957299
100397859,Jesse Ellis,11,Fisher High School,19.0,32.0,Public,817615
127489410,Ryan Holden,9,Fisher High School,92.2,72.4,Public,817615
24756563,Julia Banks,9,Sullivan High School,39.1,46.8,Public,961125
104450129,Brittany Alexander,11,Odonnell High School,46.5,46.9,Public,959474
14221066,Cassandra Craig,12,Bowers High School,54.5,58.9,Public,848324
27415461,Gregg Morris,9,Turner High School,68.6,61.5,Public,956438
120016958,Morgan Brown,9,Green High School,66.5,37.4,Charter,832670
34592115,Wanda Johnson,9,Green High School,64.3,81.7,Charter,832670
66120306,Linda Hansen,9,Montgomery High School,38.5,98.3,Charter,893368
11900047,Kelly Salinas,9,Campos High School,44.6,42.0,Public,957299
32277076,Shawna Martinez,12,Silva High School,90.0,41.1,Public,991918
26459237,Kendra Perez,9,Green High School,70.9,59.6,Charter,832670
57517054,Andrea Sanchez,10,Turner High School,88.6,30.8,Public,956438
124005172,Ariana Green,9,Green High School,80.5,96.1,Charter,832670
29342312,Audrey Flores,12,Montgomery High School,58.2,86.9,Charter,893368
16120990,James Delgado,9,Montgomery High School,67.8,88.3,Charter,893368
39629083,Jessica Smith,11,Green High School,72.3,72.9,Charter,832670
69322541,Taylor Flores,9,Montgomery High School,41.7,97.1,Charter,893368
62891707,Tracy Gilbert,10,Wagner High School,30.8,66.2,Public,846745
72115936,Nicholas Hughes,10,Green High School,77.3,81.4,Charter,832670
22195236,Donald Brown,9,Campos High School,62.7,19.5,Public,957299
85270389,Alice Page,10,Woods High School,53.3,77.0,Public,912243
58479573,Jesse Nixon,10,Wagner High School,81.5,85.1,Public,846745
79733890,Scott Rodriguez,9,Turner High School,66.8,69.2,Public,956438
35651958,Benjamin Fischer,11,Richard High School,92.9,82.7,Charter,889699
106841736,Michele Yang,12,Wagner High School,74.7,49.1,Public,846745
129354271,Susan Cooper,12,Odonnell High School,87.9,71.8,Public,959474
14031104,Jeremy Andrews,9,Sullivan High School,70.7,93.5,Public,961125
103657431,Jennifer Lowery,12,Campos High School,82.7,76.5,Public,957299
20917872,Matthew Wilson,9,Woods High School,65.1,55.3,Public,912243
106788679,David Miller,10,Montgomery High School,80.2,47.1,Charter,893368
100035056,Amanda Bishop,10,Wagner High School,47.5,67.1,Public,846745
30687367,Jill Lewis,11,Silva High School,96.1,60.7,Public,991918
123775526,Jennifer Watson,12,Fisher High School,64.5,66.3,Public,817615
38814365,Cassidy Hughes,9,Woods High School,40.9,92.8,Public,912243
94805143,Nicholas Norris,11,Sullivan High School,59.7,67.9,Public,961125
120075931,David Barron,12,Woods High School,62.4,55.9,Public,912243
15336109,Theresa Fuller,12,Woods High School,92.0,49.7,Public,912243
85762813,Christopher Hernandez,11,Green High School,74.5,67.1,Charter,832670
99103264,Terry Mack,9,Richard High School,76.9,72.5,Charter,889699
90719408,Casey Thomas,10,Fisher High School,83.2,75.2,Public,817615
93592703,Craig Barker,9,Campbell High School,58.4,67.2,Charter,960726
33442826,Thomas Edwards,9,Odonnell High School,92.7,60.8,Public,959474
95437895,Justin Lam,12,Odonnell High School,72.3,78.4,Public,959474
71414243,Laura Guzman,10,Silva High School,86.2,26.6,Public,991918
108887002,Jamie Richardson,12,Montgomery High School,66.8,58.6,Charter,893368
24706539,James Walsh,10,Silva High School,72.0,81.8,Public,991918
56706536,Timothy Gonzalez,11,Green High School,85.6,56.0,Charter,832670
49984242,Brittney Rogers,11,Bowers High School,74.0,48.2,Public,848324
75781273,Kenneth Lambert,10,Wagner High School,72.3,71.1,Public,846745
67924080,Brian Hamilton,9,Green High School,87.5,94.2,Charter,832670
67076624,Anthony Johnson,9,Fisher High School,97.6,89.5,Public,817615
80354718,Ashley Perez,12,Richard High School,85.5,30.3,Charter,889699
119324839,Jacqueline Garcia,11,Sullivan High School,83.1,82.2,Public,961125
13544647,Brian Peterson,10,Montgomery High School,82.2,20.3,Charter,893368
117370791,Jason Jacobs,10,Dixon High School,69.3,74.9,Charter,870334
30868050,Melissa Howell,12,Campbell High School,67.7,48.0,Charter,960726
78295782,Terry Flores,9,Montgomery High School,73.4,79.0,Charter,893368
115495762,Kimberly Sandoval,9,Green High School,62.3,44.6,Charter,832670
99108104,Marissa Wise,10,Sullivan High School,98.3,43.2,Public,961125
35096872,Megan Armstrong,11,Sullivan High School,73.0,48.1,Public,961125
44369862,Cody Harrington,10,Green High School,71.0,65.7,Charter,832670
87251678,Stephen Lewis,10,Turner High School,76.0,63.8,Public,956438
18372186,Marie Bartlett,12,Wagner High School,98.3,69.4,Public,846745
113637205,Jennifer Allen,11,Montgomery High School,67.2,65.4,Charter,893368
118360917,Mark Gonzalez,10,Montgomery High School,65.9,59.7,Charter,893368
88356585,Amy Jones,10,Richard High School,72.6,77.7,Charter,889699
90731017,Elizabeth Weaver,10,Woods High School,57.1,61.6,Public,912243
30001477,Patricia Smith,9,Sullivan High School,80.7,77.0,Public,961125
61710672,Maurice Roberts,9,Green High School,85.5,77.9,Charter,832670
14205396,Theresa Wilson,9,Silva High School,74.4,82.5,Public,991918
101105587,Marco Lee,9,Green High School,62.0,73.3,Charter,832670
86612580,Elaine Roberts,9,Odonnell High School,86.9,62.3,Public,959474
108289626,John Cortez,10,Fisher High School,82.9,65.4,Public,817615
110308333,Veronica Campbell,10,Campos High School,68.6,92.1,Public,957299
112799746,Anthony Flores,11,Bowers High School,79.5,49.0,Public,848324
95107785,Alexis Reyes,11,Silva High School,94.6,63.9,Public,991918
91414951,Nicholas Sanchez,12,Montgomery High School,93.2,75.0,Charter,893368
43800157,Francis Bradford,10,Richard High School,64.2,57.6,Charter,889699
88000763,Sean Walker,11,Richard High School,52.0,72.4,Charter,889699
94047671,Ashlee Christian,12,Montgomery High School,71.2,20.1,Charter,893368
11529127,Deborah Lewis,10,Turner High School,85.5,96.3,Public,956438
76414824,Angel Wilkins,10,Fisher High School,97.9,69.5,Public,817615
41430008,Dennis Edwards,12,Silva High School,51.6,40.2,Public,991918
98334717,Paul Taylor,9,Sullivan High School,80.9,44.2,Public,961125
120480571,Roy Lopez,9,Green High School,62.1,82.3,Charter,832670
23069743,Charles Williams,9,Odonnell High School,76.0,68.1,Public,959474
118063489,Brittany Morales,11,Green High School,85.3,37.2,Charter,832670
119854367,Pamela Riley,10,Green High School,75.5,57.7,Charter,832670
76177682,Cassandra Camacho,11,Green High School,92.7,44.0,Charter,832670
127206842,Anthony Johns,9,Sullivan High School,90.4,79.3,Public,961125
79587855,Nathan Hawkins,12,Bowers High School,87.8,31.8,Public,848324
45888041,Susan Ferguson,11,Montgomery High School,90.6,79.4,Charter,893368
68974437,Marcus Nunez,11,Wagner High School,80.7,62.3,Public,846745
39495408,Kelly Cochran,12,Dixon High School,81.9,48.8,Charter,870334
112540186,Tony Cuevas,12,Montgomery High School,69.4,78.8,Charter,893368
125458799,Adam Lawson,10,Montgomery High School,71.2,64.6,Charter,893368
104549836,Julie Wallace,9,Green High School,53.3,64.2,Charter,832670
44391500,Jennifer Mcguire,9,Campos High School,80.6,23.0,Public,957299
75122311,Barbara Mann,9,Turner High School,95.8,54.8,Public,956438
92209291,Rachel Sanchez,12,Montgomery High School,47.6,56.1,Charter,893368
55328203,Barbara Ross,9,Richard High School,74.5,87.2,Charter,889699
113024588,Brooke Kerr,9,Woods High School,52.4,78.3,Public,912243
65246252,Rose Wilson,11,Dixon High School,87.4,93.5,Charter,870334
16425174,Matthew Alexander,10,Richard High School,67.6,60.2,Charter,889699
57590136,Margaret Harris,10,Wagner High School,56.5,70.8,Public,846745
23477898,Sarah Jackson,10,Wagner High School,69.7,64.7,Public,846745
36954214,Bryan Miller,10,Montgomery High School,90.7,76.6,Charter,893368
96127146,Stephen Herrera,10,Dixon High School,89.0,86.6,Charter,870334
55306005,Kristin Lloyd,10,Green High School,79.8,77.6,Charter,832670
90084793,Jack Bowers,11,Montgomery High School,86.0,60.3,Charter,893368
59904186,David Baker,9,Fisher High School,82.8,75.6,Public,817615
39712686,Diana Dudley,10,Wagner High School,42.4,90.2,Public,846745
46772541,Nicole Hill,9,Odonnell High School,72.6,62.4,Public,959474
97646299,Randy Romero,10,Turner High School,72.1,59.1,Public,956438
125518529,Nathaniel Norman,9,Sullivan High School,70.4,86.1,Public,961125
64817174,Leslie Walker,9,Dixon High School,80.1,58.7,Charter,870334
65597671,Katherine Guerrero,11,Fisher High School,84.7,66.6,Public,817615
87480371,Michele Chen,11,Fisher High School,10.9,61.4,Public,817615
126321511,Megan Richards,10,Wagner High School,81.5,60.3,Public,846745
66469407,Veronica Clark,12,Wagner High School,70.9,76.0,Public,846745
104016026,Ronald Conway,10,Silva High School,55.7,55.1,Public,991918
86754257,Amy Barry,12,Campos High School,63.4,76.3,Public,957299
77538330,Danny Holt,9,Dixon High School,82.9,59.7,Charter,870334
83508804,Randall Wood,11,Bowers High School,79.1,39.9,Public,848324
126646814,Jeremy Dixon,12,Silva High School,53.6,52.3,Public,991918
50766857,Benjamin Jones,9,Campos High School,67.0,58.6,Public,957299
85203576,Jim Donovan,10,Turner High School,82.4,78.4,Public,956438
22420516,Jason Bauer,12,Sullivan High School,70.4,74.5,Public,961125
88824347,Deborah Hernandez,11,Montgomery High School,88.4,83.1,Charter,893368
30430200,Katherine Graves,11,Wagner High School,73.2,45.6,Public,846745
83139561,Matthew Thompson,10,Montgomery High School,84.0,56.5,Charter,893368
98502086,Heather Sanders,11,Dixon High School,83.1,97.5,Charter,870334
101798813,Steven Thomas,12,Montgomery High School,64.5,23.1,Charter,893368
20241056,Leslie Marshall,11,Wagner High School,58.0,70.5,Public,846745
73684408,Pamela Livingston,10,Wagner High School,72.5,76.0,Public,846745
117745818,Tracy Davis,9,Silva High School,89.0,85.8,Public,991918
17893983,Valerie Martin,10,Turner High School,50.8,79.9,Public,956438
37043331,Tracy Conrad,9,Green High School,75.1,69.3,Charter,832670
54506563,Tim Fritz,9,Campos High School,80.7,30.0,Public,957299
56088461,Andrew Sloan,10,Campos High School,69.3,75.6,Public,957299
53369044,Holly White,10,Green High School,92.7,55.6,Charter,832670
78710953,Gabrielle Davis,9,Dixon High School,68.8,66.0,Charter,870334
104705968,Rose Blanchard,12,Woods High School,54.9,45.2,Public,912243
37872081,Lori Young,10,Wagner High School,43.4,74.7,Public,846745
11055581,Crystal Henson,10,Campbell High School,96.5,91.8,Charter,960726
44436290,John Thompson,9,Sullivan High School,53.0,65.6,Public,961125
111644517,Karen Neal,9,Fisher High School,83.5,77.5,Public,817615
77647726,Daniel Mora,12,Woods High School,87.6,69.9,Public,912243
74664799,Elizabeth West,9,Campbell High School,68.5,55.8,Charter,960726
59875121,Derek Douglas,11,Sullivan High School,87.4,83.2,Public,961125
24992411,Amber Abbott,12,Wagner High School,90.2,62.7,Public,846745
45974777,Jessica Jackson,12,Wagner High School,96.1,64.6,Public,846745
113411434,Garrett Meza,9,Wagner High School,75.8,83.9,Public,846745
56038440,Danny Adams,11,Green High School,91.3,38.4,Charter,832670
98743049,Taylor Martin,9,Sullivan High School,69.9,53.8,Public,961125
61677728,Dustin Allen,10,Silva High School,82.5,63.5,Public,991918
32718726,Susan Washington,12,Wagner High School,67.5,58.0,Public,846745
35313416,Tanya Banks,10,Woods High School,49.2,53.1,Public,912243
48492696,James Mcdonald,9,Green High School,69.3,88.3,Charter,832670
106784217,Christopher Conrad,9,Green High School,83.4,73.5,Charter,832670
90503410,Robin King,10,Silva High School,87.4,58.1,Public,991918
129892555,Ian Barrera,9,Montgomery High School,73.8,81.7,Charter,893368
61024164,Abigail Lewis,9,Green High School,78.2,64.0,Charter,832670
73471682,Kristopher Lopez,12,Bowers High School,72.9,64.5,Public,848324
68611512,Andre Wilson,9,Sullivan High School,62.8,70.5,Public,961125
110403694,Elizabeth Burns,9,Turner High School,82.9,55.4,Public,956438
108516933,Adriana Bond,10,Fisher High School,65.1,57.9,Public,817615
103800673,Curtis Jones,9,Silva High School,74.6,99.5,Public,991918
52655827,Vicki Williams,9,Green High School,82.5,63.1,Charter,832670
108802401,Patrick Vargas,11,Montgomery High School,58.9,73.0,Charter,893368
111842911,Shannon Johnston,9,Woods High School,68.6,60.2,Public,912243
62050179,Samantha Duke,11,Chang High School,56.6,53.8,Charter,840132
118595630,Tracy Wagner,12,Sullivan High School,63.2,31.6,Public,961125
57133289,Rebecca Howell,9,Turner High School,69.3,73.8,Public,956438
87675445,Miguel Gonzalez,11,Montgomery High School,76.6,69.6,Charter,893368
43735675,David Jacobs,12,Woods High School,73.6,74.4,Public,912243
64976361,James Watson,9,Bowers High School,76.3,28.3,Public,848324
38804993,James Harris,12,Campbell High School,14.2,45.2,Charter,960726
69672136,Donald Tanner,9,Montgomery High School,61.6,74.6,Charter,893368
63212217,Karina Vaughn,10,Turner High School,93.8,77.5,Public,956438
71372699,Dawn Atkinson,10,Fisher High School,99.8,67.2,Public,817615
121695381,Ronald Thomas,10,Wagner High School,71.4,80.9,Public,846745
21983915,Anthony Powers,10,Wagner High School,76.0,67.9,Public,846745
112157074,Peter Valdez,9,Wagner High School,75.7,70.8,Public,846745
46706148,Julie Edwards,9,Odonnell High School,83.5,65.7,Public,959474
39741314,Sarah Taylor,11,Wagner High School,89.3,79.4,Public,846745
26600138,Arthur Rocha,9,Wagner High School,81.1,40.8,Public,846745
32277348,Lorraine Collins,9,Sullivan High School,90.5,70.4,Public,961125
14923814,Brian Cox,9,Dixon High School,69.0,75.6,Charter,870334
82517375,Charles Rice,9,Sullivan High School,89.1,32.8,Public,961125
90255315,Nicole Love,10,Green High School,80.8,77.0,Charter,832670
99620501,Dana Young,12,Woods High School,76.0,67.5,Public,912243
74922088,Jennifer Bullock,9,Wagner High School,93.0,75.1,Public,846745
37131049,Deborah Ingram,9,Sullivan High School,90.5,79.3,Public,961125
69985328,Tracey Thomas,10,Richard High School,82.8,77.6,Charter,889699
115190533,Pamela Snyder,12,Dixon High School,98.6,43.0,Charter,870334
98989816,Jodi Jones,10,Wagner High School,59.9,89.8,Public,846745
